manifest_slot,run_id,stage,matrix,family,instance_id,encoding,decoder,alpha_mode,execution_mode,trial_seed,canonical_trial_seed,seed,run_status,run_error,schema_version,run_timestamp_utc,best_sampled_F,best_sampled_G,top1_regret,topk_regret,optimum_recall_at_k,best_top_G_sampled_F,spearman_rho_F_G,retained_energy_eta,decision_distortion,decode_success,postselection_success,runtime_sec,resource_decode_uncompute_model,resource_decode_uncompute_status,resource_decode_uncompute_confidence,resource_total_gate_est_with_decode,resource_total_depth_est_with_decode,resource_total_qubits_est_with_decode,resource_prefix_gate_est,resource_prefix_depth_est,resource_decode_model_gate_est,resource_decode_model_depth_est,resource_weight_register_qubits,resource_coherent_weight_register_gate_est,resource_coherent_weight_register_depth_est,qiskit_subset_resource_report,qiskit_transpiled_structural_count,qiskit_subset_transpiled_depth,qiskit_subset_cx_count,qiskit_subset_qubit_count,qiskit_subset_status,resource_qiskit_subset_resource_report,resource_qiskit_transpiled_structural_count,resource_qiskit_subset_transpiled_depth,resource_qiskit_subset_cx_count,resource_qiskit_subset_qubit_count,resource_qiskit_subset_status,attempted_execution,boundary_reason,ell,error_message,error_type,estimated_memory_gb,estimated_qubits,metric_availability,paired_comparison_id,peak_memory_mb,wall_clock_s,coherent_mode_record,coherent_vs_mixture_delta_best_F,coherent_vs_mixture_delta_best_top_G_sampled_F,coherent_vs_mixture_delta_postselection_success,coherent_vs_mixture_distribution_distance,coherent_vs_mixture_distribution_metric,decoder_internal_mode,decoder_alias_of,gain_over_bp1,gain_over_bruteforce,runtime,structure_ambiguous_syndrome_count,structure_col_weight_max,structure_col_weight_mean,structure_collision_rate,structure_decodable_syndrome_fraction,structure_distance_proxy,structure_rank,structure_rank_deficiency,structure_row_weight_max,structure_row_weight_mean,structure_short_cycle_proxy,matrix_norm,stage_norm,family_norm,encoding_norm,decoder_norm,alpha_mode_norm,execution_mode_norm,resource_status_norm,run_status_norm,run_key,comparison_key,stage_e_admission_key,decoder_status,decoder_error,best_F,approximation_ratio,structure_row_weight_min,structure_col_weight_min,alpha_ranking_within_instance,counterpart_key,baseline_selector_policy,baseline_min_pairs,baseline_encoding_norm,baseline_decoder_norm,baseline_pair_count,baseline_priority_rank,baseline_selected_reason,baseline_fallback_used,best_available_pair_count,is_stage_d_selected_baseline,m_active,n_bits,availability_manifest_slot,availability_best_sampled_F,availability_best_sampled_G,availability_top1_regret,availability_topk_regret,availability_optimum_recall_at_k,availability_best_top_G_sampled_F,availability_spearman_rho_F_G,availability_retained_energy_eta,availability_decision_distortion,availability_decode_success,availability_postselection_success,availability_runtime_sec,availability_qiskit_subset_resource_report,availability_qiskit_transpiled_structural_count,availability_qiskit_subset_transpiled_depth,availability_qiskit_subset_cx_count,availability_qiskit_subset_qubit_count,availability_qiskit_subset_status,availability_attempted_execution,availability_boundary_reason,availability_error_message,availability_error_type,availability_estimated_memory_gb,availability_estimated_qubits,availability_peak_memory_mb,availability_wall_clock_s,availability_coherent_vs_mixture_delta_best_F,availability_coherent_vs_mixture_delta_best_top_G_sampled_F,availability_coherent_vs_mixture_delta_postselection_success,availability_coherent_vs_mixture_distribution_distance,availability_gain_over_bp1,availability_gain_over_bruteforce,availability_runtime,availability_structure_ambiguous_syndrome_count,availability_structure_col_weight_max,availability_structure_col_weight_mean,availability_structure_collision_rate,availability_structure_decodable_syndrome_fraction,availability_structure_distance_proxy,availability_structure_rank,availability_structure_rank_deficiency,availability_structure_row_weight_max,availability_structure_row_weight_mean,availability_structure_short_cycle_proxy,availability_matrix_norm,availability_stage_norm,availability_family_norm,availability_encoding_norm,availability_decoder_norm,availability_alpha_mode_norm,availability_execution_mode_norm,availability_run_status_norm,availability_run_key,availability_comparison_key,availability_stage_e_admission_key,availability_decoder_status,availability_decoder_error,availability_best_F,availability_approximation_ratio,availability_structure_row_weight_min,availability_structure_col_weight_min,availability_alpha_ranking_within_instance,availability_counterpart_key,availability_baseline_selector_policy,availability_baseline_min_pairs,availability_baseline_encoding_norm,availability_baseline_decoder_norm,availability_baseline_pair_count,availability_baseline_priority_rank,availability_baseline_selected_reason,availability_baseline_fallback_used,availability_best_available_pair_count,availability_is_stage_d_selected_baseline,availability_n_bits,availability_in_experiment_matrix
17a0341ed7eda25047ec9b2786c6d05d39b355532ab47574117b98e30b190506,matrix_b_C1_wht_exact_oracle_uniform_mixture_seed42,benchmark_matrix,matrix_b,C,C1,wht_exact,oracle,uniform,mixture,42,42,42,completed,,1.0,2026-03-16T17:59:14+00:00,4.0,4.0,0.0,0.0,10.0,4.0,1.0,1.0,0.0,0.3125,1.0,0.0008292290149256,lookup_table_reversible,analytic_estimate_conservative,analytic_upper_bound,396.0,182.0,19.0,16.0,7.0,380.0,175.0,1.0,16.0,5.0,"{""cx_count"": 4, ""decode_uncompute_included"": false, ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""gate_counts"": {""barrier"": 3, ""cx"": 4, ""measure"": 4, ""rz"": 14, ""sx"": 6}, ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""qubit_count"": 8, ""reason"": null, ""scope"": {""decode_uncompute_included"": false, ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""scope"": ""structural_subset_only"", ""subset_path"": ""implemented_structural_only""}, ""status"": ""ok"", ""subset_path"": ""implemented_structural_only"", ""transpiled_depth"": 9}","{""basis_gates"": [""cx"", ""rz"", ""sx"", ""x""], ""category"": ""qiskit_transpiled_structural_count"", ""cx_count"": 4, ""gate_counts"": {""barrier"": 3, ""cx"": 4, ""measure"": 4, ""rz"": 14, ""sx"": 6}, ""optimization_level"": 1, ""qubit_count"": 8, ""reason"": null, ""scope"": {""category"": ""implemented_subset_only"", ""decode_uncompute_included"": false, ""dicke_prep_status"": ""approximate_structural"", ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""scope"": ""structural_subset_only"", ""subset_path"": ""implemented_structural_only""}, ""status"": ""ok"", ""transpiled_depth"": 9}",9.0,4.0,8.0,ok,"{""cx_count"": 4, ""decode_uncompute_included"": false, ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""gate_counts"": {""barrier"": 3, ""cx"": 4, ""measure"": 4, ""rz"": 14, ""sx"": 6}, ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""qubit_count"": 8, ""reason"": null, ""scope"": {""decode_uncompute_included"": false, ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""scope"": ""structural_subset_only"", ""subset_path"": ""implemented_structural_only""}, ""status"": ""ok"", ""subset_path"": ""implemented_structural_only"", ""transpiled_depth"": 9}","{""basis_gates"": [""cx"", ""rz"", ""sx"", ""x""], ""category"": ""qiskit_transpiled_structural_count"", ""cx_count"": 4, ""gate_counts"": {""barrier"": 3, ""cx"": 4, ""measure"": 4, ""rz"": 14, ""sx"": 6}, ""optimization_level"": 1, ""qubit_count"": 8, ""reason"": null, ""scope"": {""category"": ""implemented_subset_only"", ""decode_uncompute_included"": false, ""dicke_prep_status"": ""approximate_structural"", ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""scope"": ""structural_subset_only"", ""subset_path"": ""implemented_structural_only""}, ""status"": ""ok"", ""transpiled_depth"": 9}",9.0,4.0,8.0,ok,,,,,,,,"{'manifest_slot': 'available', 'best_sampled_F': 'available', 'best_sampled_G': 'available', 'top1_regret': 'available', 'topk_regret': 'available', 'optimum_recall_at_k': 'available', 'best_top_G_sampled_F': 'available', 'spearman_rho_F_G': 'available', 'retained_energy_eta': 'available', 'decision_distortion': 'available', 'decode_success': 'available', 'postselection_success': 'available', 'runtime_sec': 'available', 'qiskit_subset_resource_report': 'available', 'qiskit_transpiled_structural_count': 'available', 'qiskit_subset_transpiled_depth': 'available', 'qiskit_subset_cx_count': 'available', 'qiskit_subset_qubit_count': 'available', 'qiskit_subset_status': 'available', 'attempted_execution': 'not_applicable', 'boundary_reason': 'not_applicable', 'error_message': 'not_applicable', 'error_type': 'not_applicable', 'estimated_memory_gb': 'not_applicable', 'estimated_qubits': 'not_applicable', 'peak_memory_mb': 'not_applicable', 'wall_clock_s': 'not_applicable', 'coherent_vs_mixture_delta_best_F': 'available', 'coherent_vs_mixture_delta_best_top_G_sampled_F': 'available', 'coherent_vs_mixture_delta_postselection_success': 'available', 'coherent_vs_mixture_distribution_distance': 'available', 'gain_over_bp1': 'not_applicable', 'gain_over_bruteforce': 'not_applicable', 'runtime': 'not_applicable', 'structure_ambiguous_syndrome_count': 'not_applicable', 'structure_col_weight_max': 'not_applicable', 'structure_col_weight_mean': 'not_applicable', 'structure_collision_rate': 'not_applicable', 'structure_decodable_syndrome_fraction': 'not_applicable', 'structure_distance_proxy': 'not_applicable', 'structure_rank': 'not_applicable', 'structure_rank_deficiency': 'not_applicable', 'structure_row_weight_max': 'not_applicable', 'structure_row_weight_mean': 'not_applicable', 'structure_short_cycle_proxy': 'not_applicable', 'matrix_norm': 'available', 'stage_norm': 'available', 'family_norm': 'available', 'encoding_norm': 'available', 'decoder_norm': 'available', 'alpha_mode_norm': 'available', 'execution_mode_norm': 'available', 'run_status_norm': 'available', 'run_key': 'available', 'comparison_key': 'not_applicable', 'stage_e_admission_key': 'available', 'decoder_status': 'not_applicable', 'decoder_error': 'not_applicable', 'best_F': 'not_applicable', 'approximation_ratio': 'not_applicable', 'structure_row_weight_min': 'not_applicable', 'structure_col_weight_min': 'not_applicable', 'alpha_ranking_within_instance': 'not_applicable', 'counterpart_key': 'not_applicable', 'baseline_selector_policy': 'not_applicable', 'baseline_min_pairs': 'not_applicable', 'baseline_encoding_norm': 'not_applicable', 'baseline_decoder_norm': 'not_applicable', 'baseline_pair_count': 'not_applicable', 'baseline_priority_rank': 'not_applicable', 'baseline_selected_reason': 'not_applicable', 'baseline_fallback_used': 'not_applicable', 'best_available_pair_count': 'not_applicable', 'is_stage_d_selected_baseline': 'not_applicable', 'n_bits': 'not_applicable', 'in_experiment_matrix': 'available'}",,,,False,0.0,0.0,-1.1102230246251563e-16,1.3877787807814457e-17,tvd,bruteforce,,,,,,,,,,,,,,,,matrix_b,benchmark_matrix,c,wht_exact,oracle,uniform,mixture,unavailable,completed,17a0341ed7eda25047ec9b2786c6d05d39b355532ab47574117b98e30b190506,,instance_id=C1|encoding=wht_exact|decoder=oracle|alpha_mode=uniform|execution_mode=mixture,,,,,,,,,,,,,,,,,,,,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,available
d70ea40b56f947e062337cbf5763a96d3ff2cbbb4642361f27b08250827c42ff,matrix_b_C1_wht_exact_bp1_uniform_mixture_seed43,benchmark_matrix,matrix_b,C,C1,wht_exact,bp1,uniform,mixture,43,43,43,completed,,1.0,2026-03-16T17:59:14+00:00,4.0,4.0,0.0,0.0,10.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0062951859435997,bp1_classical_oracle_estimate,analytic_estimate,implementation_proxy,5136.0,615.0,21.0,16.0,7.0,5120.0,608.0,1.0,16.0,5.0,"{""cx_count"": 4, ""decode_uncompute_included"": false, ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""gate_counts"": {""barrier"": 3, ""cx"": 4, ""measure"": 4, ""rz"": 14, ""sx"": 6}, ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""qubit_count"": 8, ""reason"": null, ""scope"": {""decode_uncompute_included"": false, ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""scope"": ""structural_subset_only"", ""subset_path"": ""implemented_structural_only""}, ""status"": ""ok"", ""subset_path"": ""implemented_structural_only"", ""transpiled_depth"": 9}","{""basis_gates"": [""cx"", ""rz"", ""sx"", ""x""], ""category"": ""qiskit_transpiled_structural_count"", ""cx_count"": 4, ""gate_counts"": {""barrier"": 3, ""cx"": 4, ""measure"": 4, ""rz"": 14, ""sx"": 6}, ""optimization_level"": 1, ""qubit_count"": 8, ""reason"": null, ""scope"": {""category"": ""implemented_subset_only"", ""decode_uncompute_included"": false, ""dicke_prep_status"": ""approximate_structural"", ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""scope"": ""structural_subset_only"", ""subset_path"": ""implemented_structural_only""}, ""status"": ""ok"", ""transpiled_depth"": 9}",9.0,4.0,8.0,ok,"{""cx_count"": 4, ""decode_uncompute_included"": false, ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""gate_counts"": {""barrier"": 3, ""cx"": 4, ""measure"": 4, ""rz"": 14, ""sx"": 6}, ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""qubit_count"": 8, ""reason"": null, ""scope"": {""decode_uncompute_included"": false, ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""scope"": ""structural_subset_only"", ""subset_path"": ""implemented_structural_only""}, ""status"": ""ok"", ""subset_path"": ""implemented_structural_only"", ""transpiled_depth"": 9}","{""basis_gates"": [""cx"", ""rz"", ""sx"", ""x""], ""category"": ""qiskit_transpiled_structural_count"", ""cx_count"": 4, ""gate_counts"": {""barrier"": 3, ""cx"": 4, ""measure"": 4, ""rz"": 14, ""sx"": 6}, ""optimization_level"": 1, ""qubit_count"": 8, ""reason"": null, ""scope"": {""category"": ""implemented_subset_only"", ""decode_uncompute_included"": false, ""dicke_prep_status"": ""approximate_structural"", ""distribution_basis"": ""syndrome_register_after_final_hadamards"", ""excludes"": [""decode_uncompute""], ""includes"": [""approximate_low_weight_superposition"", ""phase_kick"", ""syndrome_compute"", ""final_hadamards""], ""parity_claim"": ""no_full_end_to_end_parity_claim"", ""postselection_stage_present"": false, ""scope"": ""structural_subset_only"", ""subset_path"": ""implemented_structural_only""}, ""status"": ""ok"", ""transpiled_depth"": 9}",9.0,4.0,8.0,ok,,,,,,,,"{'manifest_slot': 'available', 'best_sampled_F': 'available', 'best_sampled_G': 'available', 'top1_regret': 'available', 'topk_regret': 'available', 'optimum_recall_at_k': 'available', 'best_top_G_sampled_F': 'available', 'spearman_rho_F_G': 'available', 'retained_energy_eta': 'available', 'decision_distortion': 'available', 'decode_success': 'available', 'postselection_success': 'available', 'runtime_sec': 'available', 'qiskit_subset_resource_report': 'available', 'qiskit_transpiled_structural_count': 'available', 'qiskit_subset_transpiled_depth': 'available', 'qiskit_subset_cx_count': 'available', 'qiskit_subset_qubit_count': 'available', 'qiskit_subset_status': 'available', 'attempted_execution': 'not_applicable', 'boundary_reason': 'not_applicable', 'error_message': 'not_applicable', 'error_type': 'not_applicable', 'estimated_memory_gb': 'not_applicable', 'estimated_qubits': 'not_applicable', 'peak_memory_mb': 'not_applicable', 'wall_clock_s': 'not_applicable', 'coherent_vs_mixture_delta_best_F': 'available', 'coherent_vs_mixture_delta_best_top_G_sampled_F': 'available', 'coherent_vs_mixture_delta_postselection_success': 'available', 'coherent_vs_mixture_distribution_distance': 'available', 'gain_over_bp1': 'available', 'gain_over_bruteforce': 'not_applicable', 'runtime': 'not_applicable', 'structure_ambiguous_syndrome_count': 'not_applicable', 'structure_col_weight_max': 'not_applicable', 'structure_col_weight_mean': 'not_applicable', 'structure_collision_rate': 'not_applicable', 'structure_decodable_syndrome_fraction': 'not_applicable', 'structure_distance_proxy': 'not_applicable', 'structure_rank': 'not_applicable', 'structure_rank_deficiency': 'not_applicable', 'structure_row_weight_max': 'not_applicable', 'structure_row_weight_mean': 'not_applicable', 'structure_short_cycle_proxy': 'not_applicable', 'matrix_norm': 'available', 'stage_norm': 'available', 'family_norm': 'available', 'encoding_norm': 'available', 'decoder_norm': 'available', 'alpha_mode_norm': 'available', 'execution_mode_norm': 'available', 'run_status_norm': 'available', 'run_key': 'available', 'comparison_key': 'not_applicable', 'stage_e_admission_key': 'available', 'decoder_status': 'not_applicable', 'decoder_error': 'not_applicable', 'best_F': 'not_applicable', 'approximation_ratio': 'not_applicable', 'structure_row_weight_min': 'not_applicable', 'structure_col_weight_min': 'not_applicable', 'alpha_ranking_within_instance': 'not_applicable', 'counterpart_key': 'not_applicable', 'baseline_selector_policy': 'not_applicable', 'baseline_min_pairs': 'not_applicable', 'baseline_encoding_norm': 'not_applicable', 'baseline_decoder_norm': 'not_applicable', 'baseline_pair_count': 'not_applicable', 'baseline_priority_rank': 'not_applicable', 'baseline_selected_reason': 'not_applicable', 'baseline_fallback_used': 'not_applicable', 'best_available_pair_count': 'not_applicable', 'is_stage_d_selected_baseline': 'not_applicable', 'n_bits': 'not_applicable', 'in_experiment_matrix': 'available'}",,,,False,0.0,0.0,-1.1102230246251563e-16,1.3877787807814457e-17,tvd,bp1,,0.0,,,,,,,,,,,,,,matrix_b,benchmark_matrix,c,wht_exact,bp1,uniform,mixture,unavailable,completed,d70ea40b56f947e062337cbf5763a96d3ff2cbbb4642361f27b08250827c42ff,,instance_id=C1|encoding=wht_exact|decoder=bp1|alpha_mode=uniform|execution_mode=mixture,,,,,,,,,,,,,,,,,,,,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,available
