schema_version,matrix,run_id,run_timestamp_utc,run_status,run_error,instance_id,family,encoding,decoder,alpha_mode,execution_mode,seed,best_sampled_F,best_sampled_G,top1_regret,topk_regret,optimum_recall_at_k,best_top_G_sampled_F,spearman_rho_F_G,retained_energy_eta,decision_distortion,decode_success,postselection_success,runtime_sec,resource_decode_uncompute_model,resource_decode_uncompute_status,resource_decode_uncompute_confidence,resource_total_gate_est_with_decode,resource_total_depth_est_with_decode,resource_total_qubits_est_with_decode,resource_prefix_gate_est,resource_prefix_depth_est,resource_decode_model_gate_est,resource_decode_model_depth_est,resource_weight_register_qubits,resource_coherent_weight_register_gate_est,resource_coherent_weight_register_depth_est
1.0,matrix_c,matrix_c_S_dense_low_collision_bruteforce_paper_mixture_seed42,2026-03-11T15:18:22+00:00,ok,,S_dense_low_collision,S,synthetic_structured_bv,bruteforce,paper,mixture,42,6.0,6.0,2.0,2.0,0.0,6.0,1.0,,0.25,0.1953125,0.8333333333333334,0.11280716297915205,lookup_table_reversible,analytic_estimate_conservative,analytic_upper_bound,7966.0,3715.0,42.0,110.0,13.0,7856.0,3702.0,2.0,48.0,10.0
