schema_version,matrix,run_id,run_timestamp_utc,run_status,run_error,instance_id,family,encoding,decoder,alpha_mode,execution_mode,seed,best_sampled_F,best_sampled_G,top1_regret,topk_regret,optimum_recall_at_k,best_top_G_sampled_F,spearman_rho_F_G,retained_energy_eta,decision_distortion,decode_success,postselection_success,runtime_sec,resource_decode_uncompute_model,resource_decode_uncompute_status,resource_decode_uncompute_confidence,resource_total_gate_est_with_decode,resource_total_depth_est_with_decode,resource_total_qubits_est_with_decode,resource_prefix_gate_est,resource_prefix_depth_est,resource_decode_model_gate_est,resource_decode_model_depth_est,resource_weight_register_qubits,resource_coherent_weight_register_gate_est,resource_coherent_weight_register_depth_est
1.0,matrix_b,matrix_b_C1_bruteforce_paper_mixture_seed42,2026-03-11T15:18:14+00:00,ok,,C1,C,explicit_bv,bruteforce,paper,mixture,42,4.0,4.0,0.0,0.0,2.0,4.0,1.0,,0.0,0.3125,1.0,0.0008899130043573678,lookup_table_reversible,analytic_estimate_conservative,analytic_upper_bound,396.0,182.0,19.0,16.0,7.0,380.0,175.0,1.0,16.0,5.0
